Provinsi,Kab Kota,Kecamatan,Desa,Tanggal,Waktu,Satelit,Confidence,Latitude,Longitude
Papua,MERAUKE,Kimaam,Teri,5/31/2023,11:53 WIB,NASA-NOAA20,High,-7.64527,138.83623
Papua,MERAUKE,Kimaam,Teri,6/1/2023,11:36 WIB,NASA-NOAA20,High,-7.87893,138.78485
Papua,MERAUKE,Tabonji,Iromoro,6/2/2023,11:17 WIB,NASA-NOAA20,High,-7.49654,138.58133
Papua,MERAUKE,Kimaam,Teri,6/10/2023,11:44 WIB,NASA-MODIS,High,-7.80962,138.74759
Papua,MERAUKE,Waan,Konorau,6/19/2023,10:57 WIB,NASA-NOAA20,High,-8.33222,138.21001
Papua,MERAUKE,Okaba,Wambi,7/1/2023,11:42 WIB,NASA-MODIS,High,-8.13812,139.28049
Papua,MERAUKE,Okaba,Wambi,7/2/2023,11:53 WIB,NASA-NOAA20,High,-8.09583,139.28401
Papua,MERAUKE,Tabonji,Suam,7/13/2023,11:46 WIB,NASA-NOAA20,High,-7.42801,138.67448
Papua,MERAUKE,Tabonji,Yamuka,7/15/2023,11:38 WIB,NASA-MODIS,High,-7.39724,138.60141
Papua,MERAUKE,Okaba,Alatep,7/15/2023,11:38 WIB,NASA-MODIS,High,-8.02115,139.83153
Papua,MERAUKE,Sota,Yanggandur,7/15/2023,11:38 WIB,NASA-MODIS,High,-8.5738,140.82932
Papua,MERAUKE,Tabonji,Bamol I,7/15/2023,11:38 WIB,NASA-MODIS,High,-7.44227,138.6787
Papua,MERAUKE,Tabonji,Suam,7/15/2023,11:10 WIB,NASA-NOAA20,High,-7.44522,138.68991
Papua,MERAUKE,Tabonji,Iromoro,7/16/2023,10:51 WIB,NASA-NOAA20,High,-7.49856,138.51181
Papua,MERAUKE,Sota,Yanggandur,7/17/2023,10:32 WIB,NASA-NOAA20,High,-8.54457,140.91081
Papua,MERAUKE,Tanah Miring,Isano Mbias,7/17/2023,11:23 WIB,NASA-MODIS,High,-8.30804,140.38161
Papua,MERAUKE,Waan,Kawe,7/20/2023,11:51 WIB,NASA-MODIS,High,-7.72707,138.08665
Papua,MERAUKE,Tabonji,Tabonji,7/20/2023,11:51 WIB,NASA-MODIS,High,-7.43683,138.78699
Papua,MERAUKE,Tubang,Welbuti,7/22/2023,11:36 WIB,NASA-MODIS,High,-7.72222,139.47061
Papua,MERAUKE,Okaba,Okaba,8/4/2023,11:36 WIB,NASA-NOAA20,High,-7.99593,139.70712
Papua,MERAUKE,Kimaam,Teri,8/4/2023,11:36 WIB,NASA-NOAA20,High,-7.69069,138.81918
Papua,MERAUKE,Sota,Rawa Biru,8/5/2023,11:34 WIB,NASA-MODIS,High,-8.663,140.8286
Papua,MERAUKE,Okaba,Wambi,8/5/2023,11:34 WIB,NASA-MODIS,High,-8.09922,139.37106
Papua,MERAUKE,Naukenjerai,Onggaya,8/5/2023,11:34 WIB,NASA-MODIS,High,-8.64424,140.70645
Papua,MERAUKE,Naukenjerai,Tomer,8/5/2023,11:34 WIB,NASA-MODIS,High,-8.71234,140.80495
Papua,MERAUKE,Tabonji,Iromoro,8/7/2023,07:39 WIB,NASA-MODIS,High,-7.54221,138.56818
Papua,MERAUKE,Ilwayab,Bibikem,8/7/2023,07:39 WIB,NASA-MODIS,High,-7.85417,139.11395
Papua,MERAUKE,Sota,Sota,8/7/2023,11:19 WIB,NASA-MODIS,High,-8.46469,140.99016
Papua,MERAUKE,Tabonji,Iromoro,8/8/2023,11:59 WIB,NASA-NOAA20,High,-7.44325,138.56821
Papua,MERAUKE,Okaba,Wambi,8/8/2023,12:01 WIB,NASA-MODIS,High,-8.04259,139.35715
Papua,MERAUKE,Naukenjerai,Kondo,8/9/2023,11:42 WIB,NASA-NOAA20,High,-8.89144,140.91023
Papua,MERAUKE,Okaba,Wambi,8/9/2023,07:22 WIB,NASA-MODIS,High,-8.04162,139.34991
Papua,MERAUKE,Sota,Rawa Biru,8/12/2023,07:48 WIB,NASA-MODIS,High,-8.6157,140.91629
Papua,MERAUKE,Kurik,Kaliki,8/12/2023,07:48 WIB,NASA-MODIS,High,-8.12702,140.13757
Papua,MERAUKE,Muting,Efkab Makmur,8/13/2023,10:25 WIB,NASA-NOAA20,High,-7.63405,140.42892
Papua,MERAUKE,Malind,Onggari,8/14/2023,11:46 WIB,NASA-NOAA20,High,-8.26306,140.14522
Papua,MERAUKE,Jagebob,Angger Permegi,8/14/2023,07:30 WIB,NASA-MODIS,High,-8.11154,140.74147
Papua,MERAUKE,Kimaam,Teri,8/14/2023,11:46 WIB,NASA-NOAA20,High,-7.84663,138.85382
Papua,MERAUKE,Muting,Boha,8/14/2023,11:46 WIB,NASA-NOAA20,High,-7.33173,140.47461
Papua,MERAUKE,Animha,Kaisah,8/14/2023,11:46 WIB,NASA-NOAA20,High,-7.71697,140.50052
Papua,MERAUKE,Tanah Miring,Yaba Maru,8/14/2023,11:46 WIB,NASA-NOAA20,High,-8.27537,140.42395
Papua,MERAUKE,Muting,Wan,8/15/2023,11:29 WIB,NASA-NOAA20,High,-7.52778,140.39507
Papua,MERAUKE,Waan,Tor,8/17/2023,11:46 WIB,NASA-MODIS,High,-8.30557,137.75813
Papua,MERAUKE,Waan,Sabon,8/17/2023,11:46 WIB,NASA-MODIS,High,-8.28645,137.76443
Papua,MERAUKE,Tubang,Dokib,8/17/2023,11:46 WIB,NASA-MODIS,High,-7.9984,139.10873
Papua,MERAUKE,Kimaam,Teri,8/17/2023,11:46 WIB,NASA-MODIS,High,-7.88597,138.86327
Papua,MERAUKE,Tanah Miring,Sarmayam Indah,8/18/2023,10:32 WIB,NASA-NOAA20,High,-8.25854,140.67412
Papua,MERAUKE,Jagebob,Wenda Asri,8/18/2023,10:32 WIB,NASA-NOAA20,High,-8.2247,140.77065
Papua,MERAUKE,Naukenjerai,Tomer,8/19/2023,11:32 WIB,NASA-MODIS,High,-8.7578,140.75055
Papua,MERAUKE,Naukenjerai,Kuler,8/19/2023,11:53 WIB,NASA-NOAA20,High,-8.65749,140.56697
Papua,MERAUKE,Muting,Boha,8/19/2023,11:53 WIB,NASA-NOAA20,High,-7.33485,140.48349
Papua,MERAUKE,Waan,Tor,8/19/2023,07:39 WIB,NASA-MODIS,High,-8.24586,137.78835
Papua,MERAUKE,Kimaam,Kimaam,8/19/2023,11:53 WIB,NASA-NOAA20,High,-7.96639,138.80949
Papua,MERAUKE,Naukenjerai,Onggaya,8/19/2023,11:32 WIB,NASA-MODIS,High,-8.68697,140.66946
Papua,MERAUKE,Tabonji,Konjombando,8/19/2023,11:32 WIB,NASA-MODIS,High,-7.45878,138.35207
Papua,MERAUKE,Jagebob,Poo,8/19/2023,11:32 WIB,NASA-MODIS,High,-8.0374,140.8907
Papua,MERAUKE,Sota,Yanggandur,8/19/2023,11:32 WIB,NASA-MODIS,High,-8.54544,140.94704
Papua,MERAUKE,Waan,Kawe,8/19/2023,11:32 WIB,NASA-MODIS,High,-7.73913,138.10406
Papua,MERAUKE,Kimaam,Teri,8/19/2023,11:32 WIB,NASA-MODIS,High,-7.8729,138.82118
Papua,MERAUKE,Tubang,Welbuti,8/19/2023,11:32 WIB,NASA-MODIS,High,-7.7764,139.50154
Papua,MERAUKE,Tanah Miring,Ngguti Bob,8/19/2023,11:32 WIB,NASA-MODIS,High,-8.28974,140.67953
Papua,MERAUKE,Malind,Domande,8/19/2023,11:53 WIB,NASA-NOAA20,High,-8.2002,140.17506
Papua,MERAUKE,Okaba,Wambi,8/19/2023,11:32 WIB,NASA-MODIS,High,-8.11864,139.41594
Papua,MERAUKE,Kurik,Kaliki,8/19/2023,19:53 WIB,NASA-MODIS,High,-8.15021,140.1559
Papua,MERAUKE,Malind,Onggari,8/19/2023,11:53 WIB,NASA-NOAA20,High,-8.27576,140.10384
Papua,MERAUKE,Kimaam,Teri,8/20/2023,11:36 WIB,NASA-NOAA20,High,-7.88114,138.83023
Papua,MERAUKE,Kimaam,Umanderu,8/21/2023,11:17 WIB,NASA-NOAA20,High,-8.05226,138.72134
Papua,MERAUKE,Waan,Kawe,8/23/2023,10:38 WIB,NASA-NOAA20,High,-7.876,138.18845
Papua,MERAUKE,Waan,Kawe,8/24/2023,11:44 WIB,NASA-MODIS,High,-7.89951,138.2263
Papua,MERAUKE,Muting,Wan,8/26/2023,07:28 WIB,NASA-MODIS,High,-7.51565,140.34399
Papua,MERAUKE,Waan,Kawe,8/28/2023,10:47 WIB,NASA-NOAA20,High,-7.91736,138.1485
Papua,MERAUKE,Merauke,Nasem,8/29/2023,07:54 WIB,NASA-MODIS,High,-8.5942,140.55151
Papua,MERAUKE,Kimaam,Kiworo,8/30/2023,11:46 WIB,NASA-NOAA20,High,-7.99307,138.88321
Papua,MERAUKE,Kimaam,Teri,8/30/2023,11:46 WIB,NASA-NOAA20,High,-7.84745,138.85985
Papua,MERAUKE,Sota,Sota,8/31/2023,11:42 WIB,NASA-MODIS,High,-8.34361,140.83926
Papua,MERAUKE,Muting,Enggol Jaya,8/31/2023,07:37 WIB,NASA-MODIS,High,-7.3727,140.48582
Papua,MERAUKE,Muting,Kolam,8/31/2023,11:44 WIB,NASA-MODIS,High,-7.368,140.48285
Papua,MERAUKE,Tanah Miring,Tambat,8/31/2023,11:42 WIB,NASA-MODIS,High,-8.32289,140.61552
Papua,MERAUKE,Sota,Rawa Biru,8/31/2023,11:42 WIB,NASA-MODIS,High,-8.63998,140.83109
Papua,MERAUKE,Animha,Senegi,8/31/2023,11:42 WIB,NASA-MODIS,High,-8.03934,140.17114
Papua,MERAUKE,Sota,Erambu,8/31/2023,11:42 WIB,NASA-MODIS,High,-8.13472,140.96492
Papua,MERAUKE,Kaptel,Kaniskobat,8/31/2023,07:37 WIB,NASA-MODIS,High,-7.80538,140.10315
Papua,MERAUKE,Kimaam,Webu,8/31/2023,11:42 WIB,NASA-MODIS,High,-8.11829,138.75623
Papua,MERAUKE,Ngguti,Yawimu,8/31/2023,11:44 WIB,NASA-MODIS,High,-7.75031,139.75688
Papua,MERAUKE,Naukenjerai,Tomerau,8/31/2023,11:42 WIB,NASA-MODIS,High,-8.7346,140.88306
Papua,MERAUKE,Kimaam,Teri,8/31/2023,11:44 WIB,NASA-MODIS,High,-7.87492,138.83835
Papua,MERAUKE,Kaptel,Ihalik,8/31/2023,11:42 WIB,NASA-MODIS,High,-7.74328,140.11792
Papua,MERAUKE,Ilwayab,Uli-Uli,8/31/2023,11:44 WIB,NASA-MODIS,High,-7.73442,139.05011
Papua,MERAUKE,Okaba,Makaling,8/31/2023,11:42 WIB,NASA-MODIS,High,-7.97982,139.64043
Papua,MERAUKE,Muting,Wan,8/31/2023,11:44 WIB,NASA-MODIS,High,-7.46969,140.4133
Papua,MERAUKE,Sota,Yanggandur,8/31/2023,11:42 WIB,NASA-MODIS,High,-8.56309,140.67128
Papua,MERAUKE,Ngguti,Yomop,8/31/2023,11:44 WIB,NASA-MODIS,High,-7.76654,139.64589
Papua,MERAUKE,Naukenjerai,Kondo,8/31/2023,11:42 WIB,NASA-MODIS,High,-8.86524,140.8783
Papua,MERAUKE,Tabonji,Bamol II,8/31/2023,11:44 WIB,NASA-MODIS,High,-7.53181,138.72635
Papua,MERAUKE,Jagebob,Poo,8/31/2023,11:42 WIB,NASA-MODIS,High,-8.12978,140.93271
Papua,MERAUKE,Tabonji,Konjombando,8/31/2023,11:44 WIB,NASA-MODIS,High,-7.50433,138.47591
Papua,MERAUKE,Jagebob,Jagebob Raya,8/31/2023,11:27 WIB,NASA-NOAA20,High,-8.1733,140.7032
Papua,MERAUKE,Ilwayab,Wanam,9/1/2023,11:10 WIB,NASA-NOAA20,High,-7.41248,138.99896
Papua,MERAUKE,Ngguti,Nakias,9/1/2023,11:10 WIB,NASA-NOAA20,High,-7.72558,139.55873
Papua,MERAUKE,Tubang,Dokib,9/1/2023,11:10 WIB,NASA-NOAA20,High,-8.02328,139.10822
Papua,MERAUKE,Animha,Wayau,9/1/2023,11:10 WIB,NASA-NOAA20,High,-7.97277,140.4805
Papua,MERAUKE,Muting,Wan,9/1/2023,11:10 WIB,NASA-NOAA20,High,-7.46865,140.40367
Papua,MERAUKE,Tabonji,Tabonji,9/1/2023,11:10 WIB,NASA-NOAA20,High,-7.48889,138.82982
Papua,MERAUKE,Kimaam,Kiworo,9/2/2023,11:29 WIB,NASA-MODIS,High,-7.98472,138.85272
Papua,MERAUKE,Ngguti,Yomop,9/2/2023,10:51 WIB,NASA-NOAA20,High,-7.74302,139.62523
Papua,MERAUKE,Ngguti,Po Epe,9/2/2023,10:51 WIB,NASA-NOAA20,High,-7.73783,139.74721
Papua,MERAUKE,Kimaam,Teri,9/2/2023,11:29 WIB,NASA-MODIS,High,-7.85822,138.80501
Papua,MERAUKE,Merauke,Wasur,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.48953,140.5121
Papua,MERAUKE,Naukenjerai,Kondo,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.84019,140.96011
Papua,MERAUKE,Kurik,Kaliki,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.20911,140.34283
Papua,MERAUKE,Tanah Miring,Sarmayam Indah,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.27543,140.65877
Papua,MERAUKE,Muting,Selauw,9/2/2023,11:29 WIB,NASA-MODIS,High,-7.48057,140.291
Papua,MERAUKE,Jagebob,Jagebob Raya,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.1388,140.71233
Papua,MERAUKE,Tubang,Welbuti,9/2/2023,11:29 WIB,NASA-MODIS,High,-7.74807,139.54332
Papua,MERAUKE,Sota,Rawa Biru,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.66023,140.93167
Papua,MERAUKE,Kimaam,Umanderu,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.05032,138.81931
Papua,MERAUKE,Waan,Kawe,9/2/2023,11:29 WIB,NASA-MODIS,High,-7.9697,138.05386
Papua,MERAUKE,Muting,Wan,9/2/2023,11:29 WIB,NASA-MODIS,High,-7.43145,140.38734
Papua,MERAUKE,Okaba,Okaba,9/2/2023,10:51 WIB,NASA-NOAA20,High,-7.93832,139.683
Papua,MERAUKE,Naukenjerai,Tomer,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.67637,140.76062
Papua,MERAUKE,Sota,Sota,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.39641,140.79111
Papua,MERAUKE,Sota,Erambu,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.24592,140.8019
Papua,MERAUKE,Tabonji,Konjombando,9/2/2023,10:51 WIB,NASA-NOAA20,High,-7.44099,138.37143
Papua,MERAUKE,Naukenjerai,Onggaya,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.70436,140.68192
Papua,MERAUKE,Ilwayab,Uli-Uli,9/2/2023,10:51 WIB,NASA-NOAA20,High,-7.72748,139.07375
Papua,MERAUKE,Sota,Yanggandur,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.57411,140.76988
Papua,MERAUKE,Jagebob,Melin Megikar,9/2/2023,11:29 WIB,NASA-MODIS,High,-7.76542,140.75131
Papua,MERAUKE,Ilwayab,Wanam,9/2/2023,11:29 WIB,NASA-MODIS,High,-7.44991,138.95757
Papua,MERAUKE,Kaptel,Kaniskobat,9/2/2023,11:29 WIB,NASA-MODIS,High,-7.76117,140.11484
Papua,MERAUKE,Animha,Baad,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.03222,140.49675
Papua,MERAUKE,Waan,Tor,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.28159,137.77216
Papua,MERAUKE,Sota,Toray,9/2/2023,11:29 WIB,NASA-MODIS,High,-7.81326,140.94144
Papua,MERAUKE,Naukenjerai,Tomerau,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.70592,141.00632
Papua,MERAUKE,Jagebob,Poo,9/2/2023,11:29 WIB,NASA-MODIS,High,-8.07571,140.96857
Papua,MERAUKE,Naukenjerai,Tomer,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.68253,140.74658
Papua,MERAUKE,Sota,Erambu,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.10713,140.84993
Papua,MERAUKE,Animha,Senegi,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.00004,140.36836
Papua,MERAUKE,Tabonji,Tabonji,9/3/2023,10:32 WIB,NASA-NOAA20,High,-7.41746,138.74913
Papua,MERAUKE,Sota,Yanggandur,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.57041,140.74742
Papua,MERAUKE,Semangga,Muram Sari,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.37978,140.37244
Papua,MERAUKE,Waan,Kawe,9/3/2023,10:32 WIB,NASA-NOAA20,High,-7.93497,138.03304
Papua,MERAUKE,Sota,Sota,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.37399,140.81982
Papua,MERAUKE,Ilwayab,Wanam,9/3/2023,10:32 WIB,NASA-NOAA20,High,-7.41998,138.99542
Papua,MERAUKE,Muting,Andaito,9/3/2023,10:32 WIB,NASA-NOAA20,High,-7.41494,140.46886
Papua,MERAUKE,Tanah Miring,Sarmayam Indah,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.2933,140.65872
Papua,MERAUKE,Muting,Selauw,9/3/2023,10:32 WIB,NASA-NOAA20,High,-7.27738,140.33955
Papua,MERAUKE,Jagebob,Wenda Asri,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.21362,140.69675
Papua,MERAUKE,Animha,Baad,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.09128,140.52817
Papua,MERAUKE,Kurik,Kaliki,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.2063,140.1955
Papua,MERAUKE,Jagebob,Melin Megikar,9/3/2023,10:32 WIB,NASA-NOAA20,High,-7.77432,140.54242
Papua,MERAUKE,Muting,Boha,9/3/2023,10:32 WIB,NASA-NOAA20,High,-7.34974,140.47884
Papua,MERAUKE,Tanah Miring,Tambat,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.35169,140.74548
Papua,MERAUKE,Ulilin,Kafyamke,9/3/2023,10:32 WIB,NASA-NOAA20,High,-7.2879,140.70612
Papua,MERAUKE,Muting,Wan,9/3/2023,10:32 WIB,NASA-NOAA20,High,-7.43927,140.40565
Papua,MERAUKE,Tanah Miring,Amunkay,9/3/2023,10:32 WIB,NASA-NOAA20,High,-8.2076,140.58035
Papua,MERAUKE,Tabonji,Bamol II,9/3/2023,10:32 WIB,NASA-NOAA20,High,-7.49473,138.74075
Papua,MERAUKE,Kimaam,Umanderu,9/4/2023,11:53 WIB,NASA-NOAA20,High,-8.03917,138.77722
Papua,MERAUKE,Kimaam,Mambum,9/4/2023,11:53 WIB,NASA-NOAA20,High,-8.03781,138.78462
Papua,MERAUKE,Merauke,Wasur,9/4/2023,11:53 WIB,NASA-NOAA20,High,-8.49272,140.6969
Papua,MERAUKE,Waan,Tor,9/4/2023,11:53 WIB,NASA-NOAA20,High,-8.30407,137.76393
Papua,MERAUKE,Tabonji,Konjombando,9/12/2023,11:53 WIB,NASA-MODIS,High,-7.47728,138.35236
Papua,MERAUKE,Muting,Wan,9/12/2023,07:35 WIB,NASA-MODIS,High,-7.45059,140.39171
Papua,MERAUKE,Naukenjerai,Tomer,9/12/2023,11:04 WIB,NASA-NOAA20,High,-8.76667,140.69714
Papua,MERAUKE,Tabonji,Iromoro,9/12/2023,07:37 WIB,NASA-MODIS,High,-7.53448,138.53249
Papua,MERAUKE,Kimaam,Teri,9/12/2023,11:53 WIB,NASA-MODIS,High,-7.79737,138.87236
Papua,MERAUKE,Waan,Pembri,9/12/2023,11:53 WIB,NASA-MODIS,High,-7.9548,137.98175
Papua,MERAUKE,Sota,Rawa Biru,9/13/2023,10:45 WIB,NASA-NOAA20,High,-8.59979,140.7771
Papua,MERAUKE,Kimaam,Sabudom,9/14/2023,11:38 WIB,NASA-MODIS,High,-7.84582,138.88097
Papua,MERAUKE,Ilwayab,Uli-Uli,9/14/2023,11:38 WIB,NASA-MODIS,High,-7.73394,139.14536
Papua,MERAUKE,Kimaam,Sabudom,9/15/2023,11:49 WIB,NASA-NOAA20,High,-7.80488,138.89951
Papua,MERAUKE,Kimaam,Umanderu,9/15/2023,11:49 WIB,NASA-NOAA20,High,-8.05398,138.83006
Papua,MERAUKE,Kimaam,Teri,9/16/2023,11:23 WIB,NASA-MODIS,High,-7.90211,138.78853
Papua,MERAUKE,Tabonji,Iromoro,9/16/2023,11:23 WIB,NASA-MODIS,High,-7.4326,138.4529
Papua,MERAUKE,Naukenjerai,Tomer,9/16/2023,11:27 WIB,NASA-NOAA20,High,-8.8218,140.7131
Papua,MERAUKE,Naukenjerai,Kondo,9/16/2023,11:23 WIB,NASA-MODIS,High,-8.95129,140.99788
Papua,MERAUKE,Sota,Sota,9/16/2023,11:23 WIB,NASA-MODIS,High,-8.45012,140.78
Papua,MERAUKE,Kimaam,Kimaam,9/16/2023,11:23 WIB,NASA-MODIS,High,-7.89279,138.77902
Papua,MERAUKE,Waan,Tor,9/16/2023,11:23 WIB,NASA-MODIS,High,-8.29663,137.77278
Papua,MERAUKE,Waan,Tor,9/17/2023,11:10 WIB,NASA-NOAA20,High,-8.31736,137.7704
Papua,MERAUKE,Waan,Kawe,9/17/2023,12:06 WIB,NASA-MODIS,High,-7.86679,138.19835
Papua,MERAUKE,Muting,Manway Bop,9/17/2023,07:43 WIB,NASA-MODIS,High,-7.46136,140.47279
Papua,MERAUKE,Kaptel,Kwemsid,9/17/2023,19:59 WIB,NASA-MODIS,High,-7.96332,139.95378
Papua,MERAUKE,Jagebob,Jagebob Raya,9/17/2023,07:43 WIB,NASA-MODIS,High,-8.19084,140.63293
Papua,MERAUKE,Kaptel,Kaniskobat,9/17/2023,11:10 WIB,NASA-NOAA20,High,-7.69233,140.02745
Papua,MERAUKE,Kimaam,Teri,9/17/2023,07:43 WIB,NASA-MODIS,High,-7.90435,138.79651
Papua,MERAUKE,Tubang,Welbuti,9/17/2023,07:43 WIB,NASA-MODIS,High,-7.73933,139.37598
Papua,MERAUKE,Tabonji,Konjombando,9/17/2023,07:43 WIB,NASA-MODIS,High,-7.44626,138.36897
Papua,MERAUKE,Ngguti,Yawimu,9/18/2023,10:51 WIB,NASA-NOAA20,High,-7.76178,139.76132
Papua,MERAUKE,Kimaam,Teri,9/18/2023,10:51 WIB,NASA-NOAA20,High,-7.82756,138.82164
Papua,MERAUKE,Tabonji,Yeraha,9/18/2023,11:10 WIB,NASA-MODIS,High,-7.83559,138.23915
Papua,MERAUKE,Ilwayab,Uli-Uli,9/18/2023,10:51 WIB,NASA-NOAA20,High,-7.64942,139.13913
Papua,MERAUKE,Kaptel,Kwemsid,9/18/2023,23:35 WIB,NASA-NOAA20,High,-7.95468,139.75566
Papua,MERAUKE,Okaba,Alaku,9/18/2023,23:35 WIB,NASA-MODIS,High,-7.9659,139.72336
Papua,MERAUKE,Tabonji,Tabonji,9/19/2023,11:51 WIB,NASA-MODIS,High,-7.43987,138.77325
Papua,MERAUKE,Sota,Rawa Biru,9/19/2023,11:51 WIB,NASA-MODIS,High,-8.63801,140.78339
Papua,MERAUKE,Naukenjerai,Kuler,9/19/2023,10:32 WIB,NASA-NOAA20,High,-8.63613,140.65308
Papua,MERAUKE,Tabonji,Konjombando,9/19/2023,11:51 WIB,NASA-MODIS,High,-7.517,138.44937
Papua,MERAUKE,Muting,Selauw,9/19/2023,11:51 WIB,NASA-MODIS,High,-7.51034,140.26703
Papua,MERAUKE,Muting,Andaito,9/19/2023,19:44 WIB,NASA-MODIS,High,-7.44105,140.54691
Papua,MERAUKE,Tabonji,Bamol I,9/19/2023,19:44 WIB,NASA-MODIS,High,-7.43747,138.65065
Papua,MERAUKE,Kaptel,Kwemsid,9/19/2023,19:44 WIB,NASA-MODIS,High,-7.94738,139.95572
Papua,MERAUKE,Kimaam,Mambum,9/19/2023,07:26 WIB,NASA-MODIS,High,-8.03688,138.81271
Papua,MERAUKE,Tabonji,Iromoro,9/19/2023,07:26 WIB,NASA-MODIS,High,-7.43487,138.52313
Papua,MERAUKE,Ilwayab,Wanam,9/20/2023,11:53 WIB,NASA-NOAA20,High,-7.34853,139.41623
Papua,MERAUKE,Kimaam,Mambum,9/20/2023,11:53 WIB,NASA-NOAA20,High,-8.01949,138.81342
Papua,MERAUKE,Naukenjerai,Kondo,9/20/2023,11:55 WIB,NASA-NOAA20,High,-8.88608,140.83345
Papua,MERAUKE,Okaba,Es Wambi,9/20/2023,11:53 WIB,NASA-NOAA20,High,-8.04817,139.48099
Papua,MERAUKE,Ngguti,Salam Epe,9/20/2023,11:53 WIB,NASA-NOAA20,High,-7.38833,139.49687
Papua,MERAUKE,Kimaam,Teri,9/20/2023,11:53 WIB,NASA-NOAA20,High,-7.79779,138.81599
Papua,MERAUKE,Kaptel,Ihalik,9/21/2023,11:36 WIB,NASA-MODIS,High,-7.52952,139.99733
Papua,MERAUKE,Kurik,Harapan Makmur,9/21/2023,11:36 WIB,NASA-MODIS,High,-8.26755,140.30724
Papua,MERAUKE,Tanah Miring,Bersehati,9/21/2023,11:36 WIB,NASA-MODIS,High,-8.30776,140.79581
Papua,MERAUKE,Naukenjerai,Tomerau,9/21/2023,11:36 WIB,NASA-MODIS,High,-8.78029,140.96089
Papua,MERAUKE,Tanah Miring,Sumber Harapan,9/21/2023,11:36 WIB,NASA-MODIS,High,-8.37493,140.45786
Papua,MERAUKE,Sota,Rawa Biru,9/21/2023,11:36 WIB,NASA-MODIS,High,-8.61756,140.74985
Papua,MERAUKE,Kimaam,Webu,9/21/2023,11:36 WIB,NASA-MODIS,High,-8.10401,138.7343
Papua,MERAUKE,Okaba,Alaku,9/21/2023,11:36 WIB,NASA-MODIS,High,-8.00186,139.71959
Papua,MERAUKE,Kurik,Sumber Mulya,9/21/2023,11:36 WIB,NASA-MODIS,High,-8.19672,140.22697
Papua,MERAUKE,Kimaam,Umanderu,9/21/2023,11:36 WIB,NASA-MODIS,High,-8.03881,138.74898
Papua,MERAUKE,Naukenjerai,Kondo,9/21/2023,11:36 WIB,NASA-MODIS,High,-8.93643,140.84027
Papua,MERAUKE,Okaba,Wambi,9/21/2023,11:34 WIB,NASA-NOAA20,High,-8.03206,139.29778
Papua,MERAUKE,Naukenjerai,Kondo,9/22/2023,11:17 WIB,NASA-NOAA20,High,-8.92267,141.01823
Papua,MERAUKE,Ulilin,Selil,9/22/2023,11:17 WIB,NASA-NOAA20,High,-7.13147,140.55376
Papua,MERAUKE,Ngguti,Yomop,9/22/2023,07:52 WIB,NASA-MODIS,High,-7.89094,139.54666
Papua,MERAUKE,Waan,Kawe,9/22/2023,12:18 WIB,NASA-MODIS,High,-7.87318,138.23116
Papua,MERAUKE,Sota,Sota,9/22/2023,11:17 WIB,NASA-NOAA20,High,-8.46312,140.99696
Papua,MERAUKE,Sota,Erambu,9/22/2023,11:17 WIB,NASA-NOAA20,High,-8.13725,140.83812
Papua,MERAUKE,Tanah Miring,Amunkay,9/22/2023,11:17 WIB,NASA-NOAA20,High,-8.19014,140.56885
Papua,MERAUKE,Tabonji,Wanggambi,9/22/2023,12:18 WIB,NASA-MODIS,High,-7.86809,138.26657
Papua,MERAUKE,Kurik,Sumber Mulya,9/22/2023,07:52 WIB,NASA-MODIS,High,-8.22516,140.19893
Papua,MERAUKE,Tubang,Welbuti,9/22/2023,11:17 WIB,NASA-NOAA20,High,-7.69493,139.33876
Papua,MERAUKE,Tabonji,Bamol I,9/22/2023,07:52 WIB,NASA-MODIS,High,-7.46881,138.64839
Papua,MERAUKE,Sota,Yanggandur,9/23/2023,11:21 WIB,NASA-MODIS,High,-8.51599,140.87915
