Provinsi,Kab Kota,Kecamatan,Desa,Tanggal,Waktu,Satelit,Confidence,Latitude,Longitude
Papua,MERAUKE,Okaba,Es Wambi,10/31/2023,11:34 WIB,NASA-MODIS,High,-8.04481,139.41524
Papua,MERAUKE,Kimaam,Umanderu,10/31/2023,11:34 WIB,NASA-MODIS,High,-8.06404,138.68721
Papua,MERAUKE,Waan,Wantarma,10/31/2023,10:45 WIB,NASA-NOAA20,High,-8.12125,138.19348
Papua,MERAUKE,Kimaam,Teri,10/31/2023,11:34 WIB,NASA-MODIS,High,-7.8366,138.78629
Papua,MERAUKE,Ilwayab,Uli-Uli,10/31/2023,11:34 WIB,NASA-MODIS,High,-7.74067,139.09909
Papua,MERAUKE,Waan,Tor,10/31/2023,10:45 WIB,NASA-NOAA20,High,-8.32384,137.79404
Papua,MERAUKE,Tabonji,Suam,10/31/2023,11:34 WIB,NASA-MODIS,High,-7.41364,138.74017
Papua,MERAUKE,Kimaam,Mambum,10/31/2023,11:34 WIB,NASA-MODIS,High,-8.03766,138.80501
Papua,MERAUKE,Waan,Kawe,10/31/2023,10:45 WIB,NASA-NOAA20,High,-7.88387,138.2522
Papua,MERAUKE,Waan,Sabon,10/31/2023,11:34 WIB,NASA-MODIS,High,-8.28507,137.75996
Papua,MERAUKE,Kimaam,Mambum,11/1/2023,12:06 WIB,NASA-NOAA20,High,-7.98484,138.71671
Papua,MERAUKE,Tubang,Woboyo,11/1/2023,12:06 WIB,NASA-NOAA20,High,-7.90334,139.24261
Papua,MERAUKE,Kurik,Kaliki,11/1/2023,10:25 WIB,NASA-NOAA20,High,-8.10761,140.13643
Papua,MERAUKE,Okaba,Es Wambi,11/1/2023,12:06 WIB,NASA-NOAA20,High,-8.06788,139.46367
Papua,MERAUKE,Ilwayab,Wanam,11/1/2023,10:25 WIB,NASA-NOAA20,High,-7.47999,139.07332
Papua,MERAUKE,Ilwayab,Uli-Uli,11/1/2023,10:25 WIB,NASA-NOAA20,High,-7.71975,139.05676
Papua,MERAUKE,Kimaam,Umanderu,11/1/2023,10:25 WIB,NASA-NOAA20,High,-8.07742,138.74495
Papua,MERAUKE,Kurik,Sumber Mulya,11/1/2023,10:25 WIB,NASA-NOAA20,High,-8.20232,140.22511
Papua,MERAUKE,Tubang,Welbuti,11/1/2023,10:25 WIB,NASA-NOAA20,High,-7.72672,139.21065
Papua,MERAUKE,Kimaam,Turiram,11/1/2023,10:25 WIB,NASA-NOAA20,High,-8.08846,138.76392
Papua,MERAUKE,Okaba,Dufmiraf,11/2/2023,11:46 WIB,NASA-NOAA20,High,-7.95586,139.521
Papua,MERAUKE,Kurik,Kaliki,11/2/2023,11:46 WIB,NASA-NOAA20,High,-8.20078,140.26588
Papua,MERAUKE,Tubang,Welbuti,11/2/2023,11:46 WIB,NASA-NOAA20,High,-7.89193,139.26762
Papua,MERAUKE,Waan,Kawe,11/2/2023,11:46 WIB,NASA-NOAA20,High,-7.77904,138.15031
Papua,MERAUKE,Kaptel,Kwemsid,11/2/2023,11:46 WIB,NASA-NOAA20,High,-7.9065,139.71135
Papua,MERAUKE,Waan,Tor,11/3/2023,11:27 WIB,NASA-NOAA20,High,-8.29939,137.83443
Papua,MERAUKE,Okaba,Wambi,11/3/2023,12:01 WIB,NASA-MODIS,High,-8.15001,139.35217
Papua,MERAUKE,Waan,Tor,11/5/2023,11:46 WIB,NASA-MODIS,High,-8.28567,137.80458
Papua,MERAUKE,Waan,Dafnawanga,11/5/2023,11:46 WIB,NASA-MODIS,High,-8.18422,137.80194
Papua,MERAUKE,Tubang,Welbuti,11/5/2023,11:46 WIB,NASA-MODIS,High,-7.86045,139.27548
Papua,MERAUKE,Waan,Kawe,11/5/2023,11:46 WIB,NASA-MODIS,High,-7.84792,138.15341
Papua,MERAUKE,Ilwayab,Bibikem,11/5/2023,11:46 WIB,NASA-MODIS,High,-7.91922,139.0699
Papua,MERAUKE,Ilwayab,Sigad,11/5/2023,11:46 WIB,NASA-MODIS,High,-7.71242,138.90096
Papua,MERAUKE,Ilwayab,Wanam,11/5/2023,11:46 WIB,NASA-MODIS,High,-7.44517,139.28128
Papua,MERAUKE,Kimaam,Mambum,11/5/2023,11:46 WIB,NASA-MODIS,High,-8.02369,138.66455
Papua,MERAUKE,Kimaam,Teri,11/5/2023,11:46 WIB,NASA-MODIS,High,-7.67826,138.82271
Papua,MERAUKE,Kimaam,Umanderu,11/5/2023,11:46 WIB,NASA-MODIS,High,-8.0415,138.66719
Papua,MERAUKE,Kimaam,Umanderu,11/6/2023,10:32 WIB,NASA-NOAA20,High,-8.01558,138.73166
Papua,MERAUKE,Naukenjerai,Tomer,11/6/2023,10:32 WIB,NASA-NOAA20,High,-8.72768,140.8201
Papua,MERAUKE,Naukenjerai,Kondo,11/6/2023,07:20 WIB,NASA-MODIS,High,-8.9509,140.85973
Papua,MERAUKE,Kimaam,Teri,11/6/2023,10:32 WIB,NASA-NOAA20,High,-7.67361,138.81699
Papua,MERAUKE,Semangga,Urumb,11/6/2023,10:32 WIB,NASA-NOAA20,High,-8.4574,140.36115
Papua,MERAUKE,Kimaam,Umanderu,11/7/2023,11:31 WIB,NASA-MODIS,High,-8.06766,138.71376
Papua,MERAUKE,Tanah Miring,Tambat,11/7/2023,11:31 WIB,NASA-MODIS,High,-8.38191,140.55923
Papua,MERAUKE,Waan,Wantarma,11/8/2023,12:12 WIB,NASA-MODIS,High,-8.26037,138.09467
Papua,MERAUKE,Tabonji,Yeraha,11/8/2023,12:12 WIB,NASA-MODIS,High,-7.61329,138.3604
Papua,MERAUKE,Kimaam,Mambum,11/8/2023,11:33 WIB,NASA-NOAA20,High,-8.0209,138.79185
Papua,MERAUKE,Tabonji,Bamol I,11/8/2023,11:33 WIB,NASA-NOAA20,High,-7.70017,138.78754
Papua,MERAUKE,Ilwayab,Wanam,11/9/2023,07:41 WIB,NASA-MODIS,High,-7.39488,139.11835
Papua,MERAUKE,Tabonji,Bamol I,11/9/2023,11:16 WIB,NASA-MODIS,High,-7.62661,138.61285
Papua,MERAUKE,Tabonji,Iromoro,11/9/2023,19:59 WIB,NASA-MODIS,High,-7.57494,138.5948
Papua,MERAUKE,Tanah Miring,Hidup Baru,11/9/2023,11:16 WIB,NASA-NOAA20,High,-8.34548,140.54526
Papua,MERAUKE,Merauke,Wasur,11/9/2023,11:16 WIB,NASA-NOAA20,High,-8.43668,140.5901
Papua,MERAUKE,Kimaam,Teri,11/9/2023,11:16 WIB,NASA-NOAA20,High,-7.60519,138.84526
Papua,MERAUKE,Kurik,Sumber Mulya,11/9/2023,11:16 WIB,NASA-MODIS,High,-8.21203,140.23413
Papua,MERAUKE,Waan,Tor,11/9/2023,11:16 WIB,NASA-NOAA20,High,-8.32067,137.81371
Papua,MERAUKE,Tubang,Welbuti,11/9/2023,11:16 WIB,NASA-NOAA20,High,-7.84711,139.483
Papua,MERAUKE,Malind,Domande,11/10/2023,11:57 WIB,NASA-MODIS,High,-8.14508,140.14545
Papua,MERAUKE,Kurik,Kaliki,11/10/2023,11:57 WIB,NASA-MODIS,High,-8.08236,140.12148
Papua,MERAUKE,Okaba,Wambi,11/10/2023,11:57 WIB,NASA-MODIS,High,-8.13914,139.45451
Papua,MERAUKE,Waan,Dafnawanga,11/11/2023,07:26 WIB,NASA-MODIS,High,-8.19683,137.79834
Papua,MERAUKE,Waan,Wantarma,11/11/2023,19:42 WIB,NASA-MODIS,High,-8.22197,138.18153
Papua,MERAUKE,Kimaam,Teri,11/11/2023,10:38 WIB,NASA-NOAA20,High,-7.69465,138.81917
Papua,MERAUKE,Animha,Senegi,11/11/2023,07:26 WIB,NASA-MODIS,High,-8.05767,140.1552
Papua,MERAUKE,Kurik,Kaliki,11/11/2023,07:26 WIB,NASA-MODIS,High,-8.1084,140.30579
Papua,MERAUKE,Okaba,Dufmiraf,11/11/2023,10:38 WIB,NASA-NOAA20,High,-8.05299,139.56706
Papua,MERAUKE,Naukenjerai,Kondo,11/11/2023,07:26 WIB,NASA-MODIS,High,-8.95162,140.83269
Papua,MERAUKE,Kimaam,Umanderu,11/11/2023,10:38 WIB,NASA-NOAA20,High,-8.06012,138.74634
Papua,MERAUKE,Tubang,Welbuti,11/11/2023,19:42 WIB,NASA-MODIS,High,-7.85041,139.47221
Papua,MERAUKE,Tanah Miring,Sumber Harapan,11/12/2023,11:59 WIB,NASA-NOAA20,High,-8.33761,140.45583
Papua,MERAUKE,Kimaam,Kumbis,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.1024,138.94276
Papua,MERAUKE,Kimaam,Teri,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.81941,138.85846
Papua,MERAUKE,Kurik,Kaliki,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.20093,140.24135
Papua,MERAUKE,Tabonji,Bamol I,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.63713,138.71751
Papua,MERAUKE,Okaba,Es Wambi,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.00522,139.36429
Papua,MERAUKE,Okaba,Iwol,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.98054,139.59814
Papua,MERAUKE,Tabonji,Tabonji,11/12/2023,10:19 WIB,NASA-NOAA20,High,-7.5015,138.80972
Papua,MERAUKE,Sota,Yanggandur,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.49864,140.78505
Papua,MERAUKE,Tabonji,Suam,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.39548,138.73505
Papua,MERAUKE,Okaba,Alaku,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.07742,139.76176
Papua,MERAUKE,Ilwayab,Bibikem,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.7895,139.06628
Papua,MERAUKE,Ilwayab,Sigad,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.73346,138.94757
Papua,MERAUKE,Ilwayab,Uli-Uli,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.50634,139.18094
Papua,MERAUKE,Animha,Senegi,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.98241,140.15288
Papua,MERAUKE,Semangga,Waninggap Kai,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.33119,140.41425
Papua,MERAUKE,Tanah Miring,Yaba Maru,11/12/2023,10:19 WIB,NASA-NOAA20,High,-8.28495,140.39552
Papua,MERAUKE,Naukenjerai,Tomerau,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.76204,140.99426
Papua,MERAUKE,Kurik,Sumber Rejeki,11/12/2023,10:19 WIB,NASA-NOAA20,High,-8.21223,140.3501
Papua,MERAUKE,Kaptel,Kaniskobat,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.73182,140.04248
Papua,MERAUKE,Okaba,Wambi,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.10553,139.36647
Papua,MERAUKE,Naukenjerai,Kondo,11/12/2023,10:17 WIB,NASA-NOAA20,High,-8.98884,140.94794
Papua,MERAUKE,Kimaam,Turiram,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.07794,138.79413
Papua,MERAUKE,Tanah Miring,Tambat,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.3567,140.68547
Papua,MERAUKE,Tubang,Welbuti,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.70119,139.23668
Papua,MERAUKE,Kimaam,Webu,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.12352,138.604
Papua,MERAUKE,Okaba,Dufmiraf,11/12/2023,11:59 WIB,NASA-NOAA20,High,-8.00239,139.50545
Papua,MERAUKE,Kimaam,Kimaam,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.90809,138.82225
Papua,MERAUKE,Okaba,Alatep,11/12/2023,11:59 WIB,NASA-NOAA20,High,-8.08144,139.77
Papua,MERAUKE,Waan,Wantarma,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.21876,138.18376
Papua,MERAUKE,Kaptel,Ihalik,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.62415,140.01981
Papua,MERAUKE,Ilwayab,Wanam,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.37341,139.01753
Papua,MERAUKE,Kimaam,Mambum,11/12/2023,11:42 WIB,NASA-MODIS,High,-7.98927,138.83063
Papua,MERAUKE,Waan,Tor,11/12/2023,11:42 WIB,NASA-MODIS,High,-8.28458,137.8481
Papua,MERAUKE,Naukenjerai,Kondo,11/13/2023,11:40 WIB,NASA-NOAA20,High,-8.83941,140.85876
Papua,MERAUKE,Tanah Miring,Tambat,11/13/2023,11:40 WIB,NASA-NOAA20,High,-8.38553,140.60095
Papua,MERAUKE,Naukenjerai,Tomerau,11/13/2023,11:40 WIB,NASA-NOAA20,High,-8.91804,140.79207
Papua,MERAUKE,Tanah Miring,Bersehati,11/13/2023,11:40 WIB,NASA-NOAA20,High,-8.24845,140.79022
Papua,MERAUKE,Waan,Wantarma,11/13/2023,11:40 WIB,NASA-NOAA20,High,-8.21999,138.09602
Papua,MERAUKE,Ilwayab,Wanam,11/13/2023,11:40 WIB,NASA-NOAA20,High,-7.41601,138.97578
Papua,MERAUKE,Tabonji,Bamol I,11/13/2023,11:40 WIB,NASA-NOAA20,High,-7.59726,138.73703
Papua,MERAUKE,Tanah Miring,Amunkay,11/13/2023,11:40 WIB,NASA-NOAA20,High,-8.23648,140.57083
Papua,MERAUKE,Kurik,Kaliki,11/13/2023,11:40 WIB,NASA-NOAA20,High,-8.16629,140.29723
Papua,MERAUKE,Tabonji,Bamol I,11/14/2023,07:49 WIB,NASA-MODIS,High,-7.64629,138.66368
Papua,MERAUKE,Tubang,Welbuti,11/14/2023,20:08 WIB,NASA-MODIS,High,-7.86082,139.25182
Papua,MERAUKE,Waan,Wantarma,11/14/2023,11:23 WIB,NASA-NOAA20,High,-8.22177,138.09074
Papua,MERAUKE,Kurik,Jaya Makmur,11/14/2023,11:27 WIB,NASA-MODIS,High,-8.25231,140.23442
Papua,MERAUKE,Okaba,Es Wambi,11/14/2023,07:49 WIB,NASA-MODIS,High,-8.02791,139.49312
Papua,MERAUKE,Kurik,Kaliki,11/14/2023,11:27 WIB,NASA-MODIS,High,-8.22083,140.24821
Papua,MERAUKE,Waan,Tor,11/15/2023,12:10 WIB,NASA-MODIS,High,-8.31644,137.77838
Papua,MERAUKE,Waan,Wantarma,11/15/2023,11:04 WIB,NASA-NOAA20,High,-8.26367,138.20508
Papua,MERAUKE,Tubang,Welbuti,11/15/2023,12:10 WIB,NASA-MODIS,High,-7.84852,139.24794
Papua,MERAUKE,Tabonji,Bamol I,11/16/2023,07:34 WIB,NASA-MODIS,High,-7.45752,138.68484
Papua,MERAUKE,Ilwayab,Wanam,11/16/2023,19:48 WIB,NASA-MODIS,High,-7.23879,138.9538
Papua,MERAUKE,Animha,Kaisah,11/16/2023,07:34 WIB,NASA-MODIS,High,-7.79554,140.36478
Papua,MERAUKE,Kimaam,Webu,11/16/2023,10:44 WIB,NASA-NOAA20,High,-8.2642,138.28046
Papua,MERAUKE,Animha,Senegi,11/16/2023,11:12 WIB,NASA-MODIS,High,-7.8848,140.2117
Papua,MERAUKE,Tabonji,Bamol II,11/16/2023,07:34 WIB,NASA-MODIS,High,-7.45892,138.69437
Papua,MERAUKE,Waan,Tor,11/17/2023,11:55 WIB,NASA-MODIS,High,-8.3124,137.81458
Papua,MERAUKE,Tanah Miring,Sarmayam Indah,11/17/2023,10:25 WIB,NASA-NOAA20,High,-8.28354,140.61293
Papua,MERAUKE,Malind,Domande,11/17/2023,10:25 WIB,NASA-NOAA20,High,-8.14163,140.00497
Papua,MERAUKE,Kurik,Kaliki,11/17/2023,11:55 WIB,NASA-MODIS,High,-8.15506,140.29092
Papua,MERAUKE,Semangga,Waninggap Kai,11/17/2023,11:55 WIB,NASA-MODIS,High,-8.32231,140.40254
Papua,MERAUKE,Waan,Wantarma,11/18/2023,11:46 WIB,NASA-NOAA20,High,-8.26191,138.20189
Papua,MERAUKE,Sota,Erambu,11/18/2023,11:46 WIB,NASA-NOAA20,High,-8.12973,140.83153
Papua,MERAUKE,Okaba,Es Wambi,11/18/2023,11:46 WIB,NASA-NOAA20,High,-8.11658,139.4868
Papua,MERAUKE,Naukenjerai,Kondo,11/18/2023,11:46 WIB,NASA-NOAA20,High,-8.92708,140.82187
Papua,MERAUKE,Ilwayab,Sigad,11/18/2023,11:48 WIB,NASA-NOAA20,High,-7.72243,138.8896
Papua,MERAUKE,Kurik,Kaliki,11/18/2023,11:46 WIB,NASA-NOAA20,High,-8.09815,140.35759
Papua,MERAUKE,Kurik,Sumber Rejeki,11/18/2023,11:46 WIB,NASA-NOAA20,High,-8.16675,140.35475
Papua,MERAUKE,Animha,Senegi,11/18/2023,11:46 WIB,NASA-NOAA20,High,-8.0603,140.15912
Papua,MERAUKE,Tabonji,Wanggambi,11/18/2023,22:52 WIB,NASA-NOAA20,High,-7.8135,138.38213
Papua,MERAUKE,Kurik,Harapan Makmur,11/18/2023,11:46 WIB,NASA-NOAA20,High,-8.26678,140.33464
Papua,MERAUKE,Tanah Miring,Sumber Harapan,11/19/2023,11:40 WIB,NASA-MODIS,High,-8.34406,140.45004
Papua,MERAUKE,Kimaam,Webu,11/19/2023,11:40 WIB,NASA-MODIS,High,-8.2719,138.27774
Papua,MERAUKE,Waan,Kawe,11/19/2023,07:56 WIB,NASA-MODIS,High,-7.94367,138.02599
Papua,MERAUKE,Kimaam,Teri,11/19/2023,07:56 WIB,NASA-MODIS,High,-7.74028,138.87509
Papua,MERAUKE,Waan,Konorau,11/19/2023,11:40 WIB,NASA-MODIS,High,-8.26661,138.24478
Papua,MERAUKE,Waan,Wantarma,11/19/2023,11:40 WIB,NASA-MODIS,High,-8.23176,138.19122
Papua,MERAUKE,Tabonji,Wanggambi,11/19/2023,07:56 WIB,NASA-MODIS,High,-7.81049,138.38942
Papua,MERAUKE,Tabonji,Bamol II,11/19/2023,11:40 WIB,NASA-MODIS,High,-7.51921,138.8112
Papua,MERAUKE,Tabonji,Konjombando,11/19/2023,11:27 WIB,NASA-NOAA20,High,-7.47879,138.32632
Papua,MERAUKE,Okaba,Dufmiraf,11/19/2023,11:40 WIB,NASA-MODIS,High,-7.99091,139.507
Papua,MERAUKE,Okaba,Wambi,11/19/2023,11:40 WIB,NASA-MODIS,High,-8.12439,139.47202
Papua,MERAUKE,Ilwayab,Wanam,11/19/2023,11:40 WIB,NASA-MODIS,High,-7.23238,138.89014
Papua,MERAUKE,Okaba,Es Wambi,11/19/2023,11:40 WIB,NASA-MODIS,High,-8.0484,139.49342
Papua,MERAUKE,Ilwayab,Wanam,11/20/2023,11:10 WIB,NASA-NOAA20,High,-7.40825,138.96683
Papua,MERAUKE,Animha,Baad,11/21/2023,07:39 WIB,NASA-MODIS,High,-7.99644,140.57864
Papua,MERAUKE,Naukenjerai,Kondo,11/21/2023,11:23 WIB,NASA-MODIS,High,-9.03586,141.00038
Papua,MERAUKE,Kaptel,Kaniskobat,11/21/2023,07:39 WIB,NASA-MODIS,High,-7.75216,140.01241
Papua,MERAUKE,Kimaam,Sabudom,11/23/2023,07:24 WIB,NASA-MODIS,High,-7.78122,138.89708
Papua,MERAUKE,Kimaam,Teri,11/23/2023,07:24 WIB,NASA-MODIS,High,-7.7793,138.88474
Papua,MERAUKE,Animha,Senegi,11/24/2023,11:50 WIB,NASA-MODIS,High,-8.06007,140.23274
Papua,MERAUKE,Animha,Baad,11/26/2023,11:33 WIB,NASA-MODIS,High,-8.09753,140.49109
Papua,MERAUKE,Tabonji,Iromoro,11/27/2023,10:38 WIB,NASA-NOAA20,High,-7.49439,138.554
Papua,MERAUKE,Naukenjerai,Kondo,11/29/2023,11:40 WIB,NASA-NOAA20,High,-9.00367,140.96086
Papua,MERAUKE,Naukenjerai,Tomerau,11/29/2023,11:40 WIB,NASA-NOAA20,High,-8.89492,140.75645
Papua,MERAUKE,Sota,Yanggandur,11/29/2023,11:40 WIB,NASA-NOAA20,High,-8.50472,140.776
Papua,MERAUKE,Naukenjerai,Kondo,12/5/2023,11:27 WIB,NASA-NOAA20,High,-8.8892,140.84183
Papua,MERAUKE,Merauke,Nasem,12/5/2023,11:27 WIB,NASA-NOAA20,High,-8.58718,140.50029
Papua,MERAUKE,Naukenjerai,Kondo,12/10/2023,07:26 WIB,NASA-MODIS,High,-8.97006,140.89481
Papua,MERAUKE,Waan,Wantarma,12/17/2023,23:47 WIB,NASA-MODIS,High,-8.19397,138.10899
Papua,MERAUKE,Waan,Wantarma,12/18/2023,12:03 WIB,NASA-MODIS,High,-8.19839,138.1111
Papua,MERAUKE,Tabonji,Bamol II,12/22/2023,11:31 WIB,NASA-MODIS,High,-7.49738,138.72089
Papua,MERAUKE,Waan,Wantarma,12/25/2023,20:03 WIB,NASA-MODIS,High,-8.24475,138.18501
Papua,MERAUKE,Waan,Wantarma,12/27/2023,19:46 WIB,NASA-MODIS,High,-8.24467,138.18526
Papua,MERAUKE,Tabonji,Yeraha,12/30/2023,20:10 WIB,NASA-MODIS,High,-7.78941,138.37297
